customer_id,first_name,last_name,email,state,city,signup_date,segment,is_active
36,Donna,Ross,michelle45@example.net,CA,Frazierside,2024-02-26,Premium,True
37,Anthony,Wiley,gregory40@example.org,IL,Reedmouth,2024-06-23,Premium,True
38,Tracey,Wilson,jonathanfletcher@example.org,IL,West Ryan,2024-10-16,Regular,True
39,Samantha,Hanson,cortezkevin@example.com,IL,Nguyenport,2026-05-01,VIP,True
40,James,Ortega,lbyrd@example.net,NC,Richardtown,2025-02-23,VIP,False
41,Jason,Floyd,steven73@example.net,IL,Leonburgh,2024-05-24,Premium,True
42,Justin,Beck,clarence34@example.org,FL,East Andrew,2025-06-17,Regular,True
43,Thomas,Atkinson,gibsonolivia@example.net,NC,Lake Heather,2024-03-21,VIP,False
44,John,Douglas,staffordmichelle@example.org,TX,Robinsonhaven,2024-12-19,Regular,True
45,Angela,Lowery,bryantlaurie@example.net,CA,Stephaniemouth,2024-11-16,VIP,False
46,Jennifer,Wagner,vmerritt@example.com,IL,Greenbury,2025-04-27,Regular,True
47,Joshua,Strickland,rsims@example.com,MI,Lake Justinview,2026-01-01,VIP,True
48,Patricia,Miller,jessebenson@example.net,GA,North Robert,2024-06-28,Premium,False
49,Steven,Brown,xprice@example.net,NC,Port Nicoleshire,2024-06-23,Premium,True
50,Adam,Bell,acastaneda@example.net,GA,South Jeffrey,2024-08-16,VIP,True
51,Anthony,Rogers,dramsey@example.org,NC,South Brittanytown,2024-10-16,Premium,True
52,Roy,Camacho,brentgray@example.org,FL,Murphyfurt,2023-09-26,VIP,True
53,Stephanie,Fisher,ruizkaitlyn@example.org,FL,Jeffreyland,2024-04-26,Premium,True
54,Denise,Webster,jamessmith@example.org,OH,East Thomas,2025-10-29,Regular,True
55,Stacie,Marshall,katie29@example.net,CA,Port Loriport,2023-10-30,Regular,True
56,Anthony,Collins,tsanders@example.org,TX,New Hannahbury,2023-10-23,Regular,True
57,Kendra,Jefferson,hoganashlee@example.org,FL,Amandastad,2023-10-16,Regular,True
58,Deborah,Smith,gshort@example.com,TX,Cynthiamouth,2023-09-10,Regular,False
59,Ryan,Gross,christina87@example.com,OH,Petersenshire,2025-08-09,Regular,True
60,Melissa,Rivas,ramirezshannon@example.com,GA,Rogersfort,2024-04-15,Regular,True
61,Hunter,Lewis,matthew94@example.net,MI,New Stacyland,2026-01-13,Regular,True
62,Richard,Peters,hannahbrewer@example.com,GA,Mcguireland,2024-03-17,Premium,True
63,Richard,Sanchez,thomas85@example.com,CA,Michaelmouth,2024-05-14,Premium,True
64,John,Martinez,leslienewton@example.net,PA,East Javier,2024-04-18,Regular,True
65,Jenny,Bray,tina34@example.org,CA,Harrytown,2024-12-08,Regular,True
66,David,Williams,tranheidi@example.org,CA,Garciatown,2025-08-10,Regular,True
67,Taylor,Alexander,tammyking@example.com,GA,Port Cameronfort,2025-03-16,Regular,True
68,Crystal,Brown,lisaavery@example.org,GA,North Angela,2023-09-16,Regular,False
69,Caitlin,Montgomery,chayes@example.com,GA,Torreston,2024-09-24,Premium,False
70,Jody,Meza,colleenbaker@example.org,CA,East Glenn,2025-04-24,Regular,False
71,Aaron,Hayes,ocarter@example.com,TX,Jacquelinemouth,2023-09-17,VIP,False
72,Jesus,Baker,ronaldstephens@example.net,FL,West Margaret,2023-09-12,Regular,True
73,Gabriel,Parker,scott74@example.net,FL,Benderhaven,2023-09-13,Premium,False
74,Samuel,George,mnavarro@example.com,NY,North Jeremyshire,2025-02-07,Regular,False
75,Andrew,Hubbard,barbara27@example.net,IL,Moonburgh,2025-03-30,VIP,True
76,Ryan,Olsen,harrisonricky@example.com,IL,Port Eugenechester,2026-06-22,Regular,False
77,Keith,Landry,gibsonleonard@example.com,NC,Port Richardhaven,2025-07-25,Premium,True
78,Aaron,Booth,mgutierrez@example.net,FL,Cindyfort,2025-12-16,Regular,False
79,Kathleen,Harris,sarakim@example.net,MI,Martinezbury,2025-05-11,Premium,True
80,Lance,Smith,hdavis@example.com,OH,Lake Marilynfort,2025-08-12,Regular,True
81,Kelly,Thornton,edavenport@example.org,NC,Arnoldfurt,2026-04-13,VIP,True
82,Carol,Francis,michellehill@example.com,TX,Sarahhaven,2024-01-21,VIP,True
83,Aaron,Barber,cgrimes@example.net,NY,Reedside,2024-04-14,Regular,True
84,Nicholas,Cantu,tinaallen@example.com,FL,Port Kimberly,2025-10-09,Regular,False
85,Julie,Thornton,qhughes@example.net,MI,South Tammie,2023-08-13,Regular,True
86,Tammy,Rivera,sawyerscott@example.net,MI,Smithberg,2023-11-12,Regular,True
87,Diana,Moore,qharrington@example.com,MI,Santosmouth,2024-09-17,Regular,False
88,Michele,James,courtney78@example.org,FL,East Crystalport,2026-01-15,Premium,True
89,Julie,Hamilton,hodgesjane@example.org,IL,Jacksonport,2026-06-23,Regular,True
90,Brandon,Flynn,michael62@example.org,IL,Knightburgh,2026-03-12,Regular,False
91,Christian,Pitts,tyleraguilar@example.org,CA,Littlemouth,2023-12-30,Regular,True
92,Albert,Ballard,erica21@example.com,MI,Vanessaport,2024-04-01,VIP,True
93,Roger,Wright,james67@example.org,FL,South Ashley,2025-05-26,Regular,True
94,Victoria,Phillips,khill@example.net,OH,New Julieport,2025-03-17,Premium,False
95,Jerry,Pham,danaoliver@example.net,OH,Lake Colton,2025-10-23,Regular,True
96,Benjamin,Kramer,rileyjessica@example.org,NC,Markchester,2025-05-14,Premium,True
97,David,Ryan,alyssa42@example.com,NC,Coffeyport,2024-01-05,Regular,True
98,Matthew,Wilson,taylortammy@example.net,IL,Coffeyside,2025-09-21,VIP,True
99,Krystal,Smith,gibsonemily@example.net,NY,Brendastad,2024-07-31,Regular,False
100,Jesus,Johnson,rose31@example.net,NC,Blankenshipport,2023-10-23,Regular,True
101,Darryl,Williams,torrestravis@example.org,FL,New Derek,2025-06-06,Premium,True
102,Ellen,Paul,umatthews@example.org,IL,Penafort,2024-11-04,Regular,True
103,Sheila,Ramirez,jeff73@example.com,TX,Lake Michaelstad,2025-05-01,Regular,True
104,Joshua,Donaldson,ndavis@example.net,IL,North Kristinbury,2023-09-01,Regular,True
105,Kristin,Harris,brendali@example.org,NY,Kimtown,2026-06-13,Premium,True
106,Tracey,Huerta,lauren10@example.org,GA,West Kristybury,2024-04-25,Regular,True
107,Alfred,Baker,judyfox@example.net,TX,South Shanestad,2025-04-01,Regular,False
108,Daniel,Gordon,acostaregina@example.net,NY,Stephentown,2025-01-08,Regular,True
109,Timothy,Morales,henryrenee@example.org,MI,West Charleneland,2023-09-01,Regular,True
110,Claudia,Richards,oscar98@example.com,TX,Wagnerchester,2023-11-12,Regular,False
111,Jacqueline,Farrell,russellbeasley@example.com,TX,Mariafurt,2023-10-13,Premium,True
112,Cody,Simmons,nicholas27@example.org,FL,Port Christopherchester,2024-09-24,Premium,True
113,Joanne,Cain,willisanna@example.com,NC,South Michaelchester,2023-10-10,Premium,True
114,Jennifer,Schmitt,michael98@example.org,MI,Lake Timothy,2026-02-01,Premium,False
115,Michael,Hawkins,farmeraudrey@example.com,FL,New Sarahview,2026-01-09,Premium,False
116,Joshua,Farmer,michael22@example.net,NY,Jonestown,2023-07-28,Premium,True
117,Alyssa,Bennett,xpeterson@example.com,OH,Kimberlyshire,2023-10-05,Premium,True
118,Nicole,Moore,craigjoseph@example.net,FL,Tuckermouth,2025-04-09,Regular,True
119,Jason,Hunt,russell49@example.com,CA,Brandonfurt,2024-09-22,Regular,True
120,Brian,Harris,katrinaduran@example.com,GA,Davidfort,2026-06-08,Regular,True
121,Gregory,James,vincentwhitaker@example.com,GA,South Michelleton,2025-09-21,Regular,True
122,Steve,Miller,barbara96@example.net,FL,Robertsfurt,2024-10-16,Regular,True
123,Mark,Solis,xcollier@example.org,PA,Richardbury,2023-07-19,Regular,False
124,Richard,Miller,julie35@example.org,IL,New Cynthiahaven,2024-10-16,Regular,True
125,Rebecca,Bailey,joelthomas@example.org,NC,New Eric,2025-01-05,Regular,True
126,Charles,Bean,kmarshall@example.net,IL,Maldonadoshire,2025-10-05,Regular,False
127,Valerie,Morris,edward17@example.com,IL,Laurashire,2025-05-31,Regular,True
128,William,Collins,xjohnson@example.com,OH,Lake Michelleland,2023-08-27,Premium,True
129,William,Ford,colelisa@example.net,MI,West Cassidy,2025-04-30,VIP,True
130,Susan,Hayes,toni18@example.net,MI,North John,2024-12-26,Regular,True
131,Scott,Mills,michaelhardin@example.com,PA,Schroederton,2024-10-18,Regular,False
132,Deborah,Jones,grantpaul@example.com,NC,West Christopher,2025-11-07,Premium,False
133,Sabrina,Collins,tanderson@example.org,FL,Angelicamouth,2025-06-22,Regular,True
134,Elizabeth,Calderon,lucasrodney@example.com,OH,West Kyleborough,2025-12-03,Premium,True
135,Katie,Lee,ericphillips@example.org,CA,Lake Matthewberg,2024-07-05,Premium,True
136,Eric,White,jenniferwilliams@example.com,IL,South Cheryl,2025-04-10,Premium,True
137,Kristen,Young,kylestokes@example.com,IL,West Erika,2025-09-27,Regular,True
138,Scott,Hammond,ashaw@example.org,PA,Port Cassandra,2025-03-12,Premium,False
139,Brett,Castillo,angela18@example.org,MI,Christopherburgh,2026-02-06,Regular,True
140,Rebecca,Hernandez,odavis@example.com,TX,Sarahchester,2024-04-20,Regular,True
141,Wayne,Young,brooksanthony@example.org,MI,Laceyberg,2023-08-24,Premium,True
142,Samantha,Kennedy,katherineharrison@example.net,GA,North Andrewborough,2023-08-07,Regular,True
143,Ana,Acosta,srodriguez@example.org,GA,Davidbury,2025-12-27,Premium,False
144,Laura,Bryant,copelandvincent@example.net,NY,Lake Zacharybury,2024-09-28,Premium,True
145,Kelly,Smith,john62@example.net,MI,New Theresaland,2025-08-21,Regular,True
146,Amy,Hartman,myerstheodore@example.net,FL,Zavalaview,2026-05-05,Premium,True
147,Michael,Jones,jessicafuller@example.net,FL,Dennisstad,2025-09-22,Regular,True
148,Lisa,Thompson,epollard@example.net,GA,Port Dennis,2025-02-13,Premium,True
149,Sherry,Johnson,bradleygonzalez@example.org,GA,Sarahhaven,2025-08-19,Regular,True
150,Lisa,Kennedy,mullinsjames@example.com,FL,Port Dianaview,2024-09-05,Premium,True
151,Micheal,Preston,ykline@example.com,PA,South Heather,2023-11-10,Regular,True
152,Laura,Adams,acostachristian@example.net,TX,New Kelly,2024-08-02,Premium,False
153,Mark,Phillips,bmorrison@example.org,CA,Bellton,2023-10-17,Premium,True
154,Rhonda,Mendez,yhill@example.org,NC,Lake Danastad,2025-08-30,Regular,True
155,Kara,Moore,thomascathy@example.com,CA,East Carlosstad,2025-01-08,Regular,True
156,Stacy,Johnson,erikarush@example.com,NC,Hinesshire,2024-07-27,VIP,True
157,Michael,Edwards,john10@example.net,GA,South April,2023-11-24,Premium,True
158,David,Hampton,nlewis@example.com,NC,Gonzalezberg,2026-03-23,Regular,False
159,Shannon,Roach,zosborn@example.net,GA,Elizabethland,2026-01-15,Premium,True
160,Kelly,Evans,jenniferho@example.net,GA,Port Michael,2025-02-18,Regular,True
161,Tracie,Conner,kristyjohnson@example.net,IL,Tannerside,2024-02-27,Premium,True
162,Nicole,Jones,ukey@example.com,FL,Hammondshire,2023-11-16,Regular,True
163,Teresa,Day,howens@example.com,IL,Port Kimberly,2023-09-15,Regular,True
164,Hunter,Burch,dshaw@example.org,NC,West Fred,2025-05-27,Regular,True
165,Jenna,Reed,meghan43@example.net,PA,Davidport,2024-06-14,Premium,True
166,Clarence,Davidson,georgeweber@example.net,CA,Meganshire,2025-04-29,Regular,True
167,Michelle,Miller,debra96@example.net,GA,South Pamelaside,2023-08-11,Regular,True
168,Sue,Webb,eevans@example.net,PA,East Scottfort,2024-05-09,Regular,True
169,Matthew,Thomas,jessica56@example.org,TX,Zacharyville,2024-11-16,Premium,True
170,Steven,Adams,donaldwilliams@example.com,PA,Wrightburgh,2024-06-10,Regular,False
171,Sarah,Griffith,kathrynjimenez@example.net,IL,Jimenezport,2025-12-03,Premium,False
172,Christopher,Long,nlevy@example.net,PA,Brandonport,2024-12-22,Regular,True
173,Nicole,Pena,amitchell@example.org,MI,Andersonview,2024-12-19,Premium,True
174,Kathryn,Diaz,jwilliams@example.org,IL,Angelaland,2025-08-31,Regular,True
175,Shannon,Pierce,andersoncolin@example.com,OH,Angelastad,2024-08-23,Premium,True
176,James,Hicks,williamsderrick@example.com,NY,Stoneberg,2025-09-30,Premium,False
177,Zachary,Murphy,francisco94@example.net,MI,Williamhaven,2025-04-20,Regular,False
178,Jeanne,Evans,richardsonemily@example.com,MI,Lauratown,2025-01-29,Regular,True
179,Joseph,Rios,jennifersilva@example.org,PA,Hernandezbury,2025-04-10,Regular,True
180,Stacy,Rodriguez,alexanderrobert@example.com,TX,South Warren,2023-07-31,Regular,True
181,Thomas,Charles,thorntonapril@example.net,GA,Whitneyfort,2025-04-26,Regular,True
182,Lee,Thompson,amy49@example.com,PA,East Joshua,2025-01-22,Regular,False
183,Shelly,Hendrix,janet75@example.com,PA,Annview,2024-05-18,Regular,True
184,Ashley,Daniels,xcardenas@example.org,TX,Bobbyland,2024-05-07,Premium,True
185,Scott,Scott,ilewis@example.com,OH,Derrickshire,2024-07-10,Regular,True
186,Brent,Stein,danawilliams@example.com,TX,Jenniferville,2024-03-15,Premium,False
187,Derrick,Oconnell,richarddonovan@example.com,FL,Santosport,2025-07-11,Premium,True
188,Debbie,Velez,pearsonjesse@example.net,FL,East Robertburgh,2024-06-12,Regular,True
189,Benjamin,Huff,vlopez@example.com,MI,North Kennethville,2026-04-14,VIP,True
190,Matthew,Gibson,ismall@example.net,IL,Nelsonville,2026-04-08,Premium,True
191,Jessica,Wong,alexisrogers@example.com,MI,East Cheryl,2024-06-23,VIP,True
192,Richard,Patterson,christopher12@example.org,NY,Morrisbury,2025-05-26,VIP,True
193,Patrick,Griffin,stephanie49@example.net,TX,West Desireebury,2023-07-04,VIP,True
194,David,Parker,tparks@example.com,PA,Lake Sabrinaport,2023-09-03,Regular,True
195,Jeffrey,Bernard,vhernandez@example.net,CA,Robertside,2024-08-02,Regular,True
196,Katherine,Pham,kathleenbecker@example.net,FL,New Seanstad,2026-03-22,Regular,True
197,Anne,Brown,ashleyhernandez@example.com,MI,Wilsonborough,2023-09-20,Premium,True
198,Tracy,Nolan,dstokes@example.org,MI,Bryantton,2025-08-20,Premium,True
199,Emily,Parker,fosterlisa@example.net,PA,New Charles,2025-02-27,Premium,True
200,Isabella,Weaver,michaelcesar@example.com,OH,West Robertberg,2024-10-02,Regular,True
201,Tiffany,Brewer,ybrooks@example.com,GA,Bennettside,2025-10-12,Regular,False
202,Michelle,Wilson,urice@example.org,GA,Port Andrewport,2023-11-19,Premium,True
203,Jennifer,Coleman,pmorrow@example.com,NC,Ericborough,2024-11-14,VIP,True
204,Jessica,Rodriguez,bmendez@example.org,NC,North Craig,2026-04-18,Premium,True
205,Carla,Warner,sanchezbradley@example.com,MI,New Jeff,2023-08-02,Regular,False
206,Brian,Gordon,jim95@example.net,CA,Joelberg,2026-01-27,Regular,True
207,Adriana,Gutierrez,bruce92@example.net,GA,Peterston,2026-06-10,Regular,True
208,Shelly,Powers,heather62@example.com,OH,Whiteside,2026-05-26,Regular,False
209,Melissa,Turner,lindamelendez@example.net,NY,Faulknerside,2024-11-26,Regular,True
210,Paul,Scott,deborah75@example.org,IL,North Joseph,2025-01-27,Regular,False
211,Carrie,Russo,lindamatthews@example.net,IL,South Jason,2025-07-03,Regular,True
212,Kevin,Stout,sharonhayden@example.org,FL,Rochaborough,2026-03-16,Regular,True
213,John,Morris,oscar85@example.com,GA,Michaelfort,2024-09-03,Regular,True
214,Leah,Bowen,robin55@example.com,GA,New Michelleberg,2024-11-18,Premium,True
215,Angela,Silva,mphillips@example.com,TX,South Ashley,2023-07-14,Regular,True
216,Andrea,Harding,jonathan77@example.com,FL,Lake Laura,2024-03-22,Regular,True
217,Jennifer,Freeman,warrenmary@example.org,GA,Port Adamberg,2023-12-29,Regular,True
218,Jesse,Mann,robinsonstephen@example.org,NC,Hopkinstown,2026-01-04,Regular,True
219,Andrea,Smith,amanda40@example.net,IL,Drakeburgh,2023-07-04,Regular,True
220,Cole,Hernandez,christineking@example.com,FL,Lauraland,2023-10-22,Regular,True
221,Richard,Cunningham,kevinclayton@example.org,NY,North Richardfurt,2024-08-08,Regular,True
222,Brian,Smith,christopherbruce@example.net,IL,Arielville,2025-02-21,Premium,False
223,Samantha,Hall,enelson@example.net,NC,Rachelshire,2026-03-02,Regular,False
224,Harry,Jefferson,alibrenda@example.net,FL,Hickmanport,2025-06-16,Regular,True
225,John,Davenport,irhodes@example.com,IL,Camposberg,2023-12-21,Regular,True
226,Hannah,Miller,brian63@example.org,IL,Cassiefurt,2025-11-08,Regular,True
227,Mark,Walters,whenry@example.net,IL,Reynoldsshire,2026-05-22,Premium,True
228,Christopher,Montgomery,jennifermiller@example.org,GA,Dawsonberg,2025-06-19,Regular,True
229,Levi,Rodriguez,hahnsean@example.com,IL,East Christopherchester,2025-09-13,Regular,True
230,Angela,Russell,davisangela@example.net,NY,Michelletown,2024-10-30,VIP,True
231,Paul,Miller,ashleyjackson@example.com,GA,East Joseph,2024-05-11,Regular,True
232,Dustin,Jackson,robert71@example.com,GA,Sherylfort,2024-04-15,Regular,True
233,James,Rodriguez,adam65@example.net,TX,Brockmouth,2025-04-07,Regular,True
234,Ryan,Colon,kevinmorrison@example.net,IL,South Leon,2024-10-21,Regular,True
235,Tanya,Carter,yfaulkner@example.org,NC,Nicholasfurt,2026-05-18,Premium,True
236,Sarah,Gonzalez,erinpierce@example.net,MI,Hahnborough,2024-07-30,Regular,True
237,Kelly,Schwartz,ichambers@example.net,GA,Johnberg,2024-10-19,VIP,True
238,Kristina,Jones,iaguilar@example.net,MI,Stephensstad,2025-08-18,VIP,True
239,Lisa,Wheeler,rodriguezjohn@example.net,MI,Gabrielton,2025-08-03,Regular,False
240,Deanna,Lucas,tammy61@example.org,CA,West Jeffreyhaven,2025-03-04,VIP,True
241,Gwendolyn,Walker,peter98@example.org,FL,Whitneyfort,2025-02-27,Regular,True
242,Robert,Nixon,guerrajessica@example.com,FL,Matthewborough,2023-10-19,Regular,True
243,Michael,Davis,tflores@example.org,TX,North Melindaville,2025-01-17,Regular,True
244,Frank,Riggs,zacharyarnold@example.com,GA,Mullenbury,2025-07-07,Regular,True
245,Crystal,Lopez,vfoster@example.net,IL,South Brittany,2025-11-16,Premium,True
246,Janet,Harris,raylauren@example.net,FL,West Mark,2024-08-25,VIP,True
247,Jose,Huffman,candice96@example.net,MI,West Michaelmouth,2024-11-09,Premium,False
248,Lisa,Mccarthy,samantha91@example.net,PA,West David,2025-05-03,Regular,True
249,Isaac,Steele,ibarnes@example.net,NY,Hendersonfort,2024-05-26,VIP,True
250,Heather,Brewer,angelaburns@example.org,CA,West Megan,2025-05-22,Regular,True
251,Michelle,Crane,ytaylor@example.net,MI,Ortizfort,2025-05-05,Premium,True
252,Mary,Burns,cunninghamlaura@example.org,IL,Antoniobury,2024-09-24,Regular,True
253,Gary,Ellis,hdunn@example.net,IL,West Kimberlystad,2025-02-04,Premium,False
254,Katherine,Wolf,bpayne@example.org,NC,West Nancy,2025-02-09,Regular,True
255,Jose,Atkins,gonzalesvictoria@example.org,MI,Port Joan,2023-08-01,Regular,True
256,Michelle,Bishop,imartin@example.org,OH,Port Brian,2025-07-20,Premium,True
257,Juan,Ryan,tiffany44@example.net,FL,Stephaniehaven,2024-07-15,VIP,True
258,Erin,Davis,rsellers@example.net,MI,Lake Michelle,2026-06-10,Regular,True
259,Jennifer,Poole,kburns@example.net,IL,Courtneyfurt,2024-03-26,Regular,True
260,Cynthia,Beard,powellkara@example.net,NY,Shawnfort,2024-11-02,Regular,True
261,Aaron,Schroeder,simonstephen@example.net,IL,Melissaside,2024-06-19,Regular,True
262,Tammy,Summers,sadams@example.com,GA,New Melissa,2024-09-04,VIP,True
263,Patricia,Farmer,garciakristen@example.com,PA,North Sarahburgh,2025-11-06,Regular,True
264,Aaron,Rubio,wendyblankenship@example.net,NY,Erikview,2024-10-22,Regular,True
265,Michael,Miller,brettgarrett@example.net,IL,South Diana,2023-10-07,Premium,True
266,Aaron,Woods,brittneystone@example.com,NC,North Heatherville,2025-08-05,Regular,True
267,Robert,Anderson,perezchristopher@example.org,IL,West Michaelport,2026-06-13,Regular,False
268,Kiara,Mullins,darlenebyrd@example.org,PA,New Debramouth,2023-11-24,Premium,True
269,Jason,Goodman,cjensen@example.org,TX,North Donaldville,2024-07-15,Premium,True
270,Patrick,Richmond,kylie34@example.net,PA,East Angelaport,2025-04-02,Regular,True
271,Hannah,Abbott,jamie98@example.org,MI,Phillipston,2025-10-26,Premium,True
272,Laura,Allen,frodriguez@example.net,TX,New Pamelatown,2025-11-01,Regular,True
273,Sarah,Anderson,rdiaz@example.org,IL,Bestland,2026-06-11,Regular,True
274,Carlos,Baker,livingstonstacy@example.com,CA,Courtneyhaven,2023-07-15,Regular,True
275,Rodney,Morales,joshuacollins@example.net,FL,Port Eric,2025-10-13,Premium,True
276,Brenda,Hines,collinssamuel@example.org,TX,East Christopherchester,2024-06-18,Regular,True
277,Cheryl,Brown,davidzimmerman@example.net,CA,East Tylerstad,2023-11-01,Regular,True
278,Krista,Le,nathanbrady@example.com,NY,Port Rachelmouth,2025-01-19,Regular,True
279,Joseph,Brown,crawfordwilliam@example.org,NC,Villarrealburgh,2025-11-26,Premium,True
280,Jonathan,Garcia,perezwilliam@example.org,GA,East Brandonstad,2024-08-02,VIP,True
281,Edward,Velazquez,tranrobin@example.net,NC,Walkerbury,2024-08-19,Regular,True
282,Jennifer,Nelson,duncandavid@example.net,MI,East Jeffreyhaven,2024-09-24,Regular,False
283,Stephanie,Jones,xcline@example.com,CA,Christophermouth,2026-06-05,Regular,True
284,James,Elliott,jodi37@example.com,PA,Cuevasborough,2023-07-05,Regular,True
285,Amy,Flynn,adamortiz@example.org,IL,Cynthiatown,2025-09-06,Premium,True
286,Aaron,Sandoval,dalton83@example.com,IL,Woodwardberg,2026-05-03,Premium,True
287,Christopher,Morse,xhaynes@example.com,GA,New Codyberg,2025-08-14,Premium,True
288,Preston,Vargas,grahamtamara@example.org,GA,Josemouth,2025-05-24,Regular,True
289,Phillip,Decker,louis43@example.org,NC,East Kimberly,2026-04-06,Regular,False
290,Eric,Martin,hedwards@example.net,FL,Tamiborough,2025-03-28,VIP,True
291,Steven,Phelps,mooregina@example.net,PA,East Marymouth,2024-11-02,Regular,True
292,Jennifer,Schmitt,rpalmer@example.com,TX,Loriburgh,2023-12-06,Regular,True
293,Richard,Chavez,codygarcia@example.org,PA,North Bryanbury,2023-07-31,Regular,True
294,Madison,Watson,aguilarjonathan@example.org,NY,North Jamesmouth,2023-11-17,Regular,True
295,Christopher,Boone,david70@example.org,NC,Underwoodfurt,2025-11-29,VIP,True
296,Patrick,Simmons,jason24@example.com,CA,Stephensonton,2024-12-21,Premium,True
297,Christina,Holland,jjenkins@example.com,NC,North Joshuaberg,2025-04-29,VIP,True
298,Dawn,Robles,crystalpham@example.org,NY,Caseystad,2024-09-28,Regular,True
299,Kimberly,Cooper,paul20@example.com,NY,North Paula,2024-12-03,Regular,True
300,Brian,Frey,katie32@example.org,IL,Lake John,2025-10-26,Regular,True
301,Kylie,Mclaughlin,barbaramcgrath@example.com,CA,Savannahburgh,2025-01-31,Premium,False
302,Brittany,Drake,robin05@example.net,NC,New Stacy,2024-01-05,Regular,True
303,Lisa,Waller,gregory01@example.org,GA,New Jeffery,2025-12-29,Premium,True
304,Aaron,Hardin,lindsaypeterson@example.org,CA,Brianberg,2025-01-23,Regular,True
305,Samantha,Schroeder,susan56@example.net,IL,West Kevinberg,2025-03-30,VIP,True
306,Jessica,Kim,lbanks@example.net,PA,Jeffreyshire,2026-05-30,VIP,True
307,Nicholas,Gross,david09@example.com,CA,East Carriebury,2025-12-04,Regular,True
308,Dalton,Crawford,julie35@example.com,TX,Lake Nicole,2025-05-27,Regular,True
309,Jenna,Fowler,sean43@example.org,IL,West Jonathanville,2023-10-02,Regular,True
310,Brandon,Kim,acosta@example.com,FL,Bellfurt,2025-08-23,Regular,True
311,Timothy,Shields,franciscojones@example.org,NY,Andrewview,2023-10-16,Regular,True
312,Charles,Jackson,emartin@example.net,PA,West Brookefort,2026-05-04,Premium,True
313,Ryan,Valdez,gmoore@example.com,MI,East Robert,2025-08-06,Regular,True
314,Sara,Fernandez,kenneth10@example.com,IL,Hernandezstad,2025-02-22,Regular,True
315,Christopher,Colon,bgonzalez@example.org,GA,Lake Kelly,2023-07-01,VIP,True
316,Megan,Parker,qruiz@example.com,NY,Lake Amyburgh,2023-09-24,Regular,False
